Protein A,Protein B,Method,Publication,Taxid A,Taxid B,Interaction type,Source DB,Interaction identifier,Confidence,Protein A DB,Protein B DB,Taxname A,Taxname B
P29120,P0DTC2,"psi-mi:""MI:0435""(protease assay)",imex:IM-28224|pubmed:32512386,9606,2697049,"psi-mi:""MI:0570""(protein cleavage)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25764482|imex:IM-28224-7,intact-miscore:0.44,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9Y5Y6,P0DTC2,"psi-mi:""MI:0435""(protease assay)",imex:IM-28224|pubmed:32512386,9606,2697049,"psi-mi:""MI:0570""(protein cleavage)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25764500|imex:IM-28224-9,intact-miscore:0.44,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P07858,P0DTC2,"psi-mi:""MI:0435""(protease assay)",imex:IM-28224|pubmed:32512386,9606,2697049,"psi-mi:""MI:0570""(protein cleavage)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25764516|imex:IM-28224-11,intact-miscore:0.44,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P07711,P0DTC2,"psi-mi:""MI:0435""(protease assay)",imex:IM-28224|pubmed:32512386,9606,2697049,"psi-mi:""MI:0570""(protein cleavage)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25764531|imex:IM-28224-13,intact-miscore:0.62,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BYF1,P0DTC2,"psi-mi:""MI:0663""(confocal microscopy)",pubmed:33077916|imex:IM-28237,9606,2697049,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25767315|imex:IM-28237-1,intact-miscore:1.00,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BYF1,P0DTC2,"psi-mi:""MI:0054""(fluorescence-activated cell sorting)",pubmed:33077916|imex:IM-28237,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25767399|imex:IM-28237-3,intact-miscore:1.00,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
O95786,P59596,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:19380580|imex:IM-28144,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691754|imex:IM-28144-1,intact-miscore:0.59,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9UHD2,P59596,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:19380580|imex:IM-28144,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691763|imex:IM-28144-3,intact-miscore:0.70,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
O95786,P59596,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:19380580|imex:IM-28144,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691772|imex:IM-28144-5,intact-miscore:0.59,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9UHD2,P59596,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:19380580|imex:IM-28144,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691780|imex:IM-28144-7,intact-miscore:0.70,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
P20701,P59635,"psi-mi:""MI:0411""(enzyme linked immunosorbent assay)",pubmed:18020948|imex:IM-28150,9606,694009,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25745952|imex:IM-28150-1,intact-miscore:0.44,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
P24385,P59595,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:16431923|imex:IM-28154,9606,694009,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25746873|imex:IM-28154-7,intact-miscore:0.58,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9Y3A6,Q9IH62,"psi-mi:""MI:0676""(tandem affinity purification)",pubmed:28904190|imex:IM-28169,9606,121791,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-25747314|imex:IM-28169-29,intact-miscore:0.35,uniprotkb,uniprotkb,Nipah henipavirus,Nipah henipavirus
O43660,Q997F2,"psi-mi:""MI:0676""(tandem affinity purification)",pubmed:28904190|imex:IM-28169,9606,121791,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0471""(MINT)",intact:EBI-25747320|imex:IM-28169-31,intact-miscore:0.35,uniprotkb,uniprotkb,Nipah henipavirus,Nipah henipavirus
O43660,P0C1C7,"psi-mi:""MI:0416""(fluorescence microscopy)",pubmed:28904190|imex:IM-28169,9606,121791,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0471""(MINT)",intact:EBI-25750861|imex:IM-28169-19,intact-miscore:0.43,uniprotkb,uniprotkb,Nipah henipavirus,Nipah henipavirus
Q9BYF1,P0DTC2,"psi-mi:""MI:0065""(isothermal titration calorimetry)",pubmed:32637958|imex:IM-28301,9606,2697049,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25819447|imex:IM-28301-1,intact-miscore:1.00,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BYF1,P0DTC2,"psi-mi:""MI:0969""(bio-layer interferometry)",pubmed:32637958|imex:IM-28301,9606,2697049,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25824800|imex:IM-28301-4,intact-miscore:1.00,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BYF1,P0DTC2,"psi-mi:""MI:0969""(bio-layer interferometry)",pubmed:32637958|imex:IM-28301,9606,2697049,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25824855|imex:IM-28301-6,intact-miscore:1.00,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BYF1,P0DTC2,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:32637958|imex:IM-28301,9606,2697049,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25824927|imex:IM-28301-8,intact-miscore:1.00,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BYF1,P0DTC2,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:32637958|imex:IM-28301,9606,2697049,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25824983|imex:IM-28301-10,intact-miscore:1.00,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BYF1,P0DTC2,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:32637958|imex:IM-28301,9606,2697049,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25825007|imex:IM-28301-12,intact-miscore:1.00,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9UHD2,P0C6X7-PRO_0000037311,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:24622840|imex:IM-28168,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25751044|imex:IM-28168-3,intact-miscore:0.40,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q14653,P0C6X7-PRO_0000037311,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:24622840|imex:IM-28168,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25751064|imex:IM-28168-5,intact-miscore:0.66,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9BYF1,Q6Q1S2,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:21411533|imex:IM-28192,9606,277944,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25757144|imex:IM-28192-1,intact-miscore:0.86,uniprotkb,uniprotkb,Human coronavirus NL63,Human coronavirus NL63
Q9BYF1,Q6Q1S2,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:21411533|imex:IM-28192,9606,277944,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25757199|imex:IM-28192-3,intact-miscore:0.86,uniprotkb,uniprotkb,Human coronavirus NL63,Human coronavirus NL63
Q9BYF1,P59594,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:21411533|imex:IM-28192,9606,694009,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25757252|imex:IM-28192-5,intact-miscore:0.99,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9BYF1,P59594,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:21411533|imex:IM-28192,9606,694009,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25757279|imex:IM-28192-7,intact-miscore:0.99,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9BYF1,P59594,"psi-mi:""MI:2339""(electron microscopy 3D single particle reconstruction)",pubmed:30356097|imex:IM-28205,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25761614|imex:IM-28205-5|wwpdb:6cs2|emdb:7582,intact-miscore:0.99,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9BYF1,P59594,"psi-mi:""MI:0107""(surface plasmon resonance)",pubmed:30356097|imex:IM-28205,9606,694009,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25761687|imex:IM-28205-7,intact-miscore:0.99,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9BYF1,P59594,"psi-mi:""MI:0071""(molecular sieving)",pubmed:30356097|imex:IM-28205,9606,694009,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25761739|imex:IM-28205-9,intact-miscore:0.99,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9GZQ8,P0C6X5-PRO_0000283876,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:25311841|imex:IM-28180,9606,277944,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25753355|imex:IM-28180-9,intact-miscore:0.40,uniprotkb,uniprotkb,Human coronavirus NL63,Human coronavirus NL63
O95786,P59596,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:24509444|imex:IM-28193,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25758280|imex:IM-28193-1,intact-miscore:0.59,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
O95786,P59596,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:24509444|imex:IM-28193,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25758640|imex:IM-28193-3,intact-miscore:0.59,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
A0JNW5,Q7TFA0,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:33845483|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25689153|imex:IM-28109-73,intact-miscore:0.40,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9C0B5,P59594,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:33845483|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25689253|imex:IM-28109-11,intact-miscore:0.40,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q7Z434,Q7TFA1,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:33845483|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691218|imex:IM-28109-75,intact-miscore:0.50,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q7Z434,P0DTD8,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:33845483|pmc:PPR177217|doi:10.1101/2020.06.17.156455|imex:IM-28109,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691227|imex:IM-28109-13,intact-miscore:0.50,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q92617,P59634,"psi-mi:""MI:0084""(phage display)",pubmed:26320399|imex:IM-28126,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25683806|imex:IM-28126-1,intact-miscore:0.57,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q9UK58,P59634,"psi-mi:""MI:0084""(phage display)",pubmed:26320399|imex:IM-28126,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25683824|imex:IM-28126-3,intact-miscore:0.40,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
O75526,P59634,"psi-mi:""MI:0084""(phage display)",pubmed:26320399|imex:IM-28126,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25683829|imex:IM-28126-5,intact-miscore:0.40,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
Q92617,P59634,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:26320399|imex:IM-28126,9606,694009,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25683878|imex:IM-28126-13,intact-miscore:0.57,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
P14635,P0DTC2,"psi-mi:""MI:0424""(protein kinase assay)",imex:IM-28129|pubmed:33037310,9606,2697049,"psi-mi:""MI:0570""(protein cleavage)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25684716|imex:IM-28129-5,intact-miscore:0.59,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P14635,K9N5Q8,"psi-mi:""MI:0424""(protein kinase assay)",imex:IM-28129|pubmed:33037310,9606,1263720,"psi-mi:""MI:0570""(protein cleavage)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25689491|imex:IM-28129-9,intact-miscore:0.44,uniprotkb,uniprotkb,Betacoronavirus England 1,Betacoronavirus England 1
Q9H2X3,P0DTC2,"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)",pubmed:32607506|imex:IM-28142,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25690656|imex:IM-28142-1,intact-miscore:0.86,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9H2X3,P0DTC2,"psi-mi:""MI:0049""(filter binding)",pubmed:32607506|imex:IM-28142,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25690719|imex:IM-28142-3,intact-miscore:0.86,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9BYF1,P0DTC2,"psi-mi:""MI:0049""(filter binding)",pubmed:32607506|imex:IM-28142,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25690736|imex:IM-28142-5,intact-miscore:1.00,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
Q9NNX6-10,P0DTC2,"psi-mi:""MI:0049""(filter binding)",pubmed:32607506|imex:IM-28142,9606,2697049,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25690758|imex:IM-28142-7,intact-miscore:0.40,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
J3QS39,P0DTD1-PRO_0000449621,"psi-mi:""MI:0114""(x-ray crystallography)",imex:IM-28190|pubmed:32845033,9606,2697049,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691145|wwpdb:6xaa|imex:IM-28190-1,intact-miscore:0.62,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P05161,P0DTD1-PRO_0000449621,"psi-mi:""MI:0114""(x-ray crystallography)",imex:IM-28190|pubmed:32845033,9606,2697049,"psi-mi:""MI:0407""(direct interaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691177|wwpdb:6xa9|imex:IM-28190-3,intact-miscore:0.91,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
J3QS39,P0DTD1-PRO_0000449621,"psi-mi:""MI:0435""(protease assay)",imex:IM-28190|pubmed:32845033,9606,2697049,"psi-mi:""MI:0570""(protein cleavage)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691704|imex:IM-28190-11,intact-miscore:0.62,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P05161,P0DTD1-PRO_0000449621,"psi-mi:""MI:0435""(protease assay)",imex:IM-28190|pubmed:32845033,9606,2697049,"psi-mi:""MI:0570""(protein cleavage)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691730|imex:IM-28190-13,intact-miscore:0.91,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P05161,P0DTD1-PRO_0000449621,"psi-mi:""MI:0435""(protease assay)",imex:IM-28190|pubmed:32845033,9606,2697049,"psi-mi:""MI:0570""(protein cleavage)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691929|imex:IM-28190-15,intact-miscore:0.91,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
J3QS39,P0DTD1-PRO_0000449621,"psi-mi:""MI:0990""(cleavage assay)",imex:IM-28190|pubmed:32845033,9606,2697049,"psi-mi:""MI:0194""(cleavage reaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691515|imex:IM-28190-5,intact-miscore:0.62,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P05161,P0DTD1-PRO_0000449621,"psi-mi:""MI:0990""(cleavage assay)",imex:IM-28190|pubmed:32845033,9606,2697049,"psi-mi:""MI:0194""(cleavage reaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691550|imex:IM-28190-9,intact-miscore:0.91,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
J3QS39,P0DTD1-PRO_0000449621,"psi-mi:""MI:0990""(cleavage assay)",imex:IM-28190|pubmed:32845033,9606,2697049,"psi-mi:""MI:0194""(cleavage reaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25820898|imex:IM-28190-20,intact-miscore:0.62,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
J3QS39,P0DTD1-PRO_0000449621,"psi-mi:""MI:0990""(cleavage assay)",imex:IM-28190|pubmed:32845033,9606,2697049,"psi-mi:""MI:0194""(cleavage reaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25691987|imex:IM-28190-17,intact-miscore:0.62,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
J3QS39,P0DTD1-PRO_0000449621,"psi-mi:""MI:0990""(cleavage assay)",imex:IM-28190|pubmed:32845033,9606,2697049,"psi-mi:""MI:0194""(cleavage reaction)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25692004|imex:IM-28190-19,intact-miscore:0.62,uniprotkb,uniprotkb,Severe acute respiratory syndrome coronavirus 2,Severe acute respiratory syndrome coronavirus 2
P06400,P0C6X7-PRO_0000037321,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",pubmed:22301153|imex:IM-28130,9606,694009,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25684934|imex:IM-28130-1,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
P06400,P0C6X7-PRO_0000037321,"psi-mi:""MI:0663""(confocal microscopy)",pubmed:22301153|imex:IM-28130,9606,694009,"psi-mi:""MI:0403""(colocalization)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25685016|imex:IM-28130-5,intact-miscore:0.56,uniprotkb,uniprotkb,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus
