Protein A,Protein B,Method,Publication,Taxid A,Taxid B,Interaction type,Source DB,Interaction identifier,Confidence,Protein A DB,Protein B DB,Taxname A,Taxname B
P60033,O43490-2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P14209,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q9NP58-4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,F5GZS6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P63218,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P21589,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P15529-15,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q8WW52,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q9UBI6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q4KMQ2-3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O15431,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P06756-3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q969P0-3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P07306-2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P19440,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O15031,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P08754,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,A0A0C4DGH0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O14786,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q9P2B2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.73,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O00161,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P56199,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q13393-2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P23229-4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O95832,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,A0A0G2JNW7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q9UNE7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P02787,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P10586-2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,J3KNJ3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q9BVC6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,B7ZKQ9,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P09525,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P02647,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O95297-4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P28907,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P15529-7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,B4DKB2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q14344,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q9Y624,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P50895,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P02649,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,H0Y5C0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q9NZU0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q15043-2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P02786,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.60,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q8NG11,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P62873,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.60,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P04899,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.60,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q8WWI5-3,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P22413,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,E7EV01,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P29992,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.60,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P54760,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q13740-2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P05556,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.60,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O75976,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,K4DIA7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O14672,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.74,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,A6NCS6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q9UHN6,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.60,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P62879,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25645944|imex:IM-28053-1,intact-miscore:0.60,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O43615,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P63096,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.53,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q86T03,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q96PD2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O15427,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q86Z14,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q9NTN9,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q8N9I0,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q8NFZ8,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P48960-2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P11532,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P63092,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P30533,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q13884,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P00533,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.60,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,P23634-7,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q96AG4,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,A0A2U3TZM1,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,O95477,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
P60033,Q9NXS2,"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)",imex:IM-28053|pubmed:32900848,9606,9606,"psi-mi:""MI:0914""(association)","psi-mi:""MI:0469""(IntAct)",intact:EBI-25646004|imex:IM-28053-5,intact-miscore:0.35,uniprotkb,uniprotkb,Homo sapiens,Homo sapiens
